"","address","frequency","lon","lat","result"
"287","BEAUTIFUL AMERICA",1,-95.721688,39.092883,"3805 NW 25th St, Topeka, KS 66618, USA"
"288","Beautiful downtown Sarasota!",1,-82.5409349,27.338669,"1474 Fruitville Rd, Sarasota, FL 34236, USA"
"289","Beaver Dam, KY",1,-86.8758256,37.4019918,"103 N Main St, Beaver Dam, KY 42320, USA"
"290","Beaver, PA",1,-80.3047846,40.6953437,"610 3rd St, Beaver, PA 15009, USA"
"291","Bedford Falls, NY ",1,-76.7977524,42.910213,"89 Fall St, Seneca Falls, NY 13148, USA"
"292","Bedford Stuyvesant, Brooklyn",1,-73.9417735,40.6872176,"Gates Av/Throop Av, Brooklyn, NY 11221, USA"
"293","Bedford, MA",1,-71.2760089,42.4906231,"158 Great Rd, Bedford, MA 01730, USA"
"294","Bedford, NH",1,-71.5132008,42.9463291,"11 Meetinghouse Rd, Bedford, NH 03110, USA"
"295","Beeville, TX",2,-97.7483312,28.4008319,"105 W Corpus Christi St, Beeville, TX 78102, USA"
"296","Bel Air Maryland",1,-76.3482931,39.5359406,"45 S Main St, Bel Air, MD 21014, USA"
"297","Belcourt, ND ",1,-99.7448689,48.8391712,"1 Hospital Road, Belcourt, ND 58316, USA"
"298","Belgique",1,4.469936,50.503887,"Rue du Mitan 4, 6211 Les Bons Villers, Belgium"
"299","Belgium",5,4.469936,50.503887,"Rue du Mitan 4, 6211 Les Bons Villers, Belgium"
"300","Belleville, IL",1,-89.9839935,38.5200504,"600 IL-159, Belleville, IL 62220, USA"
"301","Belleville, NJ",1,-74.1500469,40.7936744,"381-351 Washington Ave, Belleville, NJ 07109, USA"
"302","Bellevue, WA",1,-122.2015159,47.6101497,"1-5 Bellevue Way SE, Bellevue, WA 98004, USA"
"303","Bellflower, CA",1,-118.1170117,33.8816818,"17053 Bellflower Bike Trail, Bellflower, CA 90706, USA"
"304","Belvidere, IL",2,-88.8442674,42.2639098,"423 N Main St, Belvidere, IL 61008, USA"
"305","Bend, OR",2,-121.3153096,44.0581728,"Franklin at Wall, Bend, OR 97703, USA"
"306","Bennington, VT",1,-73.1967741,42.8781345,"401 Main St, Bennington, VT 05201, USA"
"307","Benton, AR",1,-92.586828,34.5645371,"201 N Main St, Benton, AR 72015, USA"
"308","Benton, LA",1,-93.7418454,32.6948677,"6550 LA-3, Benton, LA 71006, USA"
"309","Bentonville, AR",1,-94.2088172,36.3728538,"100 S Main St, Bentonville, AR 72712, USA"
"310","Berea, KY",2,-84.2963223,37.568694,"226 mini mall drive, Berea, KY 40403, USA"
"311","Bergen County NJ",1,-74.07701,40.9262762,"Alexanders-Paramus Heliport, Paramus, NJ 07652, USA"
"312","Berkeley Springs, WV",1,-78.2271957,39.6269902,"Morgan County Courthouse, 77 Fairfax St, Berkeley Springs, WV 25411, USA"
"313","Berkeley, CA",3,-122.272747,37.8715926,"University Ave. at Martin Luther King Jr. Way, Berkeley, CA 94704, USA"
"314","Berlin, Maryland",1,-75.2176892,38.3226153,"23 MD-818, Berlin, MD 21811, USA"
"315","Bernalillo, NM",1,-106.5511369,35.30004,"11 W Cordova Ave, Bernalillo, NM 87004, USA"
"316","Bernardsville, NJ",1,-74.569324,40.7187119,"Home Improvements, Bernardsville, NJ 07924, United States"
"317","Bessemer, AL",1,-86.954437,33.4017766,"1800 3rd Ave N, Bessemer, AL 35020, USA"
"318","Bethany, OK",1,-97.6322639,35.5186678,"4611 N Mueller Ave, Bethany, OK 73008, USA"
"319","Bethel University",1,-93.1611157,45.0587642,"Unnamed Road, Arden Hills, MN 55112, USA"
"320","Bethesda, Maryland",2,-77.0947092,38.984652,"7498 Wisconsin Ave, Bethesda, MD 20814, USA"
"321","Bethesda, MD",8,-77.0947092,38.984652,"7498 Wisconsin Ave, Bethesda, MD 20814, USA"
"322","Bethlehem, PA",1,-75.3704579,40.6259316,"833 Linden St, Bethlehem, PA 18018, USA"
"323","Beverly Hills",2,-118.4003563,34.0736204,"486-498 N Rexford Dr, Beverly Hills, CA 90210, USA"
"324","Beverly Hills, CA",8,-118.4003563,34.0736204,"486-498 N Rexford Dr, Beverly Hills, CA 90210, USA"
"325","Beverly Hills, California, USA",1,-118.4003563,34.0736204,"486-498 N Rexford Dr, Beverly Hills, CA 90210, USA"
"326","Bgr",1,-94.5886461,39.1033518,"908 Broadway Blvd, Kansas City, MO 64105, USA"
"327","BIG Apple",1,-74.0059728,40.7127753,"11 Centre St, New York, NY 10007, USA"
"328","Big Rapids, MI",1,-85.4836557,43.6980782,"103 S State St, Big Rapids, MI 49307, USA"
"329","Big Stone Gap",1,-82.7832489,36.8586404,"612 Wood Ave W, Big Stone Gap, VA 24219, USA"
"330","Billings, MT",2,-108.5006904,45.7832856,"2415 Montana Ave, Billings, MT 59101, USA"
"331","Binghamton, N.Y.",1,-75.9179738,42.0986867,"17 Main St, Binghamton, NY 13905, USA"
"332","Binghamton, NY",2,-75.9179738,42.0986867,"17 Main St, Binghamton, NY 13905, USA"
"333","Birmingham, AL",18,-86.8103567,33.5185892,"595 19th St N, Birmingham, AL 35203, USA"
"334","Birmingham, Alabama",2,-86.8103567,33.5185892,"595 19th St N, Birmingham, AL 35203, USA"
"335","Bismarck, ND",1,-100.7837392,46.8083268,"514 E Thayer Ave, Bismarck, ND 58501, USA"
"336","Bismarck, North Dakota",1,-100.7837392,46.8083268,"514 E Thayer Ave, Bismarck, ND 58501, USA"
"337","Black Hills, SD <U+2708><U+FE0F> Palouse, ID",1,-103.7717686,43.9939484,"11353 Gillette Prairie Rd, Hill City, SD 57745, USA"
"338","Black Hole",1,-95.3949937,29.7324466,"4504 Graustark St, Houston, TX 77006, USA"
"339","Blackfoot",1,-112.3449773,43.1904709,"128 N Broadway St, Blackfoot, ID 83221, USA"
"340","Blackfoot, ID",1,-112.3449773,43.1904709,"128 N Broadway St, Blackfoot, ID 83221, USA"
"341","Blacksburg, VA",2,-80.4139393,37.2295733,"104 N Main St, Blacksburg, VA 24060, USA"
"342","Blacksburg, VA ",1,-80.4139393,37.2295733,"104 N Main St, Blacksburg, VA 24060, USA"
"343","Blaine, MN",1,-93.2349489,45.1607987,"1400 105th Ave NE, Blaine, MN 55434, USA"
"344","Blairsville, Ga.",1,-83.9582412,34.8761989,"55 Blue Ridge St, Blairsville, GA 30512, USA"
"345","Bloomfield, NJ",3,-74.1854209,40.8067546,"54 Ridge Ave, Bloomfield, NJ 07003, USA"
"346","Blooming Grove, Tx",1,-96.715825,32.0920967,"201 S Fordyce St, Blooming Grove, TX 76626, USA"
"347","Bloomingdale, IL",1,-88.0809036,41.9575285,"Serving W. Suburbs, Bloomingdale, IL 60108, United States"
"348","Bloomington, CA",1,-117.3958797,34.07029,"18745 Valley Blvd, Bloomington, CA 92316, USA"
"349","Bloomington, IL",1,-88.9936873,40.4842027,"615 N Main St, Bloomington, IL 61701, USA"
"350","Bloomington, Illinois",1,-88.9936873,40.4842027,"615 N Main St, Bloomington, IL 61701, USA"
"351","Bloomington, IN",1,-86.5263857,39.165325,"IU Maurer School of Law, 211 S Indiana Ave, Bloomington, IN 47405, USA"
"352","Blue Ash, OH",2,-84.3782734,39.2320029,"4720 Cooper Rd, Cincinnati, OH 45242, USA"
"353","Blue Ridge, GA",1,-84.324087,34.8639719,"742 E 2nd St, Blue Ridge, GA 30513, USA"
"354","Blythewood, SC",1,-80.973977,34.2143159,"201 Main St, Blythewood, SC 29016, USA"
"355","Bmt, TX",1,-94.1265562,30.080174,"88 Jaguar Dr, Beaumont, TX 77702, USA"
"356","Boca Raton, FL",4,-80.1289321,26.3683064,"2333 FL-808, Boca Raton, FL 33431, USA"
"357","Body: AZ | Heart: NY",2,-73.9309131,41.5115966,"13 Joy Pl, Beacon, NY 12508, USA"
"358","Boise, ID",5,-116.2023137,43.6150186,"625 W Main St, Boise, ID 83702, USA"
"359","Boise, Idaho",1,-116.2023137,43.6150186,"625 W Main St, Boise, ID 83702, USA"
"360","Bolingbrook, IL",1,-88.0683955,41.6986416,"Rte 53 & Briarcliff Rd, Bolingbrook, IL 60440, USA"
"361","Bolivar missouri",1,-93.4104749,37.6144838,"207 E Broadway St, Bolivar, MO 65613, USA"
"362","Bolivia",1,-63.588653,-16.290154,"Unnamed Road, Bolivia"
"363","Bonney Lake, WA",1,-122.1865055,47.1770457,"18204 WA-410, Bonney Lake, WA 98391, USA"
"364","Boone, NC",3,-81.6745517,36.216795,"115 E King St, Boone, NC 28607, USA"
"365","Boring",1,-122.3734641,45.4313662,"28163 SE Hwy 212, Boring, OR 97009, USA"
"366","Bossier City, La",1,-93.7321228,32.5159852,"701 Barksdale Blvd, Bossier City, LA 71111, USA"
"367","boston",1,-71.0588801,42.3600825,"1 Cambridge St, Boston, MA 02114, USA"
"368","Boston",14,-71.0588801,42.3600825,"1 Cambridge St, Boston, MA 02114, USA"
"369","BOSTON",2,-71.0588801,42.3600825,"1 Cambridge St, Boston, MA 02114, USA"
"370","boston ",1,-71.0588801,42.3600825,"1 Cambridge St, Boston, MA 02114, USA"
"371","Boston and Cape Cod",1,-70.2962408,41.6687897,"796 lyannough Rd, Hyannis, MA 02601, USA"
"372","Boston MA",1,-71.0588801,42.3600825,"1 Cambridge St, Boston, MA 02114, USA"
"373","BOSTON MA USA",1,-71.0588801,42.3600825,"1 Cambridge St, Boston, MA 02114, USA"
"374","Boston University",1,-71.1053991,42.3504997,"School of Social Work, Boston, MA 02215, USA"
"375","Boston, MA",89,-71.0588801,42.3600825,"1 Cambridge St, Boston, MA 02114, USA"
"376","Boston, MA  USA",1,-71.0588801,42.3600825,"1 Cambridge St, Boston, MA 02114, USA"
"377","Boston, Massachusetts",1,-71.0588801,42.3600825,"1 Cambridge St, Boston, MA 02114, USA"
"378","Boston, Massachusetts, USA",1,-71.0588801,42.3600825,"1 Cambridge St, Boston, MA 02114, USA"
"379","boston, new england",1,-71.0588801,42.3600825,"1 Cambridge St, Boston, MA 02114, USA"
"380","Boston, USA ",1,-71.0588801,42.3600825,"1 Cambridge St, Boston, MA 02114, USA"
"381","Boston/Bryant Pond",1,-71.0588801,42.3600825,"1 Cambridge St, Boston, MA 02114, USA"
"382","Boulder, CO",4,-105.2705456,40.0149856,"1515 19th St, Boulder, CO 80302, USA"
"383","Boulder, Colorado, USA",1,-105.2705456,40.0149856,"1515 19th St, Boulder, CO 80302, USA"
"384","Bovey, MN",1,-93.4159162,47.2955444,"401 2nd St, Bovey, MN 55709, USA"
"385","Bowling Green, KY",3,-86.4808043,36.9685219,"2417 Russellville Rd, Bowling Green, KY 42101, USA"
"386","Bowling Green, Ky.",1,-86.4808043,36.9685219,"2417 Russellville Rd, Bowling Green, KY 42101, USA"
"387","Bowling Green, OH",1,-83.6513229,41.3747744,"P.O. Box 1188, Bowling Green, OH 43402, United States"
"388","Boynton Beach, FL",1,-80.0905465,26.5317866,"1790 N Congress Ave, Boynton Beach, FL 33426, USA"
"389","Bozeman, MT",1,-111.0429339,45.6769979,"412 W Olive St, Bozeman, MT 59715, USA"
"390","BR/Lafayette, LA",1,-92.0198427,30.2240897,"200 W Vermilion St, Lafayette, LA 70501, USA"
"391","Bradford, Ohio, USA",1,-84.4307831,40.1322719,"200 N Miami Ave, Bradford, OH 45308, USA"
"392","Bradford, ON",1,-79.5794265,44.1109858,"396 Holland St W, Bradford, ON L3Z 2B7, Canada"
"393","Bradford, PA",1,-78.649163,41.9564953,"30 Boylston St, Bradford, PA 16701, USA"
"394","Braintree, Ma",1,-71.0040013,42.2079017,"745 Washington St, Braintree, MA 02184, USA"
"395","Braintree, MA",1,-71.0040013,42.2079017,"745 Washington St, Braintree, MA 02184, USA"
"396","Brandon, Florida",1,-82.2859247,27.937801,"100 W Brandon Blvd, Brandon, FL 33510, USA"
"397","Brasília",1,-47.9218204,-15.826691,"0 - Asa Sul Superquadra Sul 314 - Asa Sul, Brasília - DF, 70383-070, Brazil"
"398","Breaux Bridge, LA",2,-91.8992837,30.2735323,"100 S Main St, Breaux Bridge, LA 70517, USA"
"399","Breckenridge, TX",1,-98.9022898,32.7556768,"100 S Rose Ave, Breckenridge, TX 76424, USA"
"400","Bremerton, WA",2,-122.6269768,47.5650067,"305 Pacific Ave, Bremerton, WA 98337, USA"
"401","Brentwood, TN",2,-86.7827772,36.0331164,"9003 Church St E, Brentwood, TN 37027, USA"
"402","Brewster, NY",1,-73.6170721,41.3973163,"24 Prospect St, Brewster, NY 10509, USA"
"403","Brick, NJ",1,-74.1371832,40.0578384,"8 Chambers Bridge Rd, Brick, NJ 08723, USA"
"404","Bridgeport, CT",1,-73.1894384,41.1792258,"108 Fairfield Ave, Bridgeport, CT 06604, USA"
"405","Bridgeville, DE",1,-75.6043714,38.7426137,"315 Market St, Bridgeville, DE 19933, USA"
"406","Brighton, Colorado",1,-104.8205283,39.9852617,"244 Bush St, Brighton, CO 80601, USA"
"407","brilliant ohio",1,-80.6261864,40.2647925,"613 Labelle St, Brilliant, OH 43913, USA"
"408","Bristol, TN",1,-82.1887444,36.5951059,"11B Volunteer Pkwy, Bristol, TN 37620, USA"
"409","Brockton, MA",1,-71.0183787,42.0834335,"34 School St, Brockton, MA 02301, USA"
"410","Brockville, Ontario",1,-75.6842858,44.5895244,"2815 Second Concession, Brockville, ON, Canada"
"411","Broken Arrow, OK",2,-95.7974526,36.060949,"919 N Elm Pl, Broken Arrow, OK 74012, USA"
"412","Brokenheartsville, TX",1,-99.9018131,31.9685988,"Froste Ln, Winters, TX 79567, USA"
"413","bronx",1,-73.8648268,40.8447819,"1728 Hunt Ave, Bronx, NY 10462, USA"
"414","Bronx",1,-73.8648268,40.8447819,"1728 Hunt Ave, Bronx, NY 10462, USA"
"415","Bronx , New York",1,-73.8648268,40.8447819,"1728 Hunt Ave, Bronx, NY 10462, USA"
"416","Bronx , NY",2,-73.8648268,40.8447819,"1728 Hunt Ave, Bronx, NY 10462, USA"
"417","Bronx, NY",7,-73.8648268,40.8447819,"1728 Hunt Ave, Bronx, NY 10462, USA"
"418","Brookhaven Pa. ",1,-75.3824144,39.8692789,"5075 Edgmont Ave, Brookhaven, PA 19015, USA"
"419","Brooklyn",6,-73.9441579,40.6781784,"58 Brooklyn Ave, Brooklyn, NY 11216, USA"
"420","brooklyn ,ny",1,-73.9441579,40.6781784,"58 Brooklyn Ave, Brooklyn, NY 11216, USA"
"421","Brooklyn N.Y.C",1,-73.9441579,40.6781784,"58 Brooklyn Ave, Brooklyn, NY 11216, USA"
"422","Brooklyn NY",1,-73.9441579,40.6781784,"58 Brooklyn Ave, Brooklyn, NY 11216, USA"
"423","Brooklyn Park ",1,-93.3563405,45.0941315,"Zane Ave N & Brooklyn Blvd, Brooklyn Park, MN 55443, USA"
"424","Brooklyn Park, MN",1,-93.3563405,45.0941315,"Zane Ave N & Brooklyn Blvd, Brooklyn Park, MN 55443, USA"
"425","Brooklyn, N.Y.",1,-73.9441579,40.6781784,"58 Brooklyn Ave, Brooklyn, NY 11216, USA"
"426","Brooklyn, New York",1,-73.9441579,40.6781784,"58 Brooklyn Ave, Brooklyn, NY 11216, USA"
"427","Brooklyn, NY",43,-73.9441579,40.6781784,"58 Brooklyn Ave, Brooklyn, NY 11216, USA"
"428","Brooklyn, USA",1,-73.9441579,40.6781784,"58 Brooklyn Ave, Brooklyn, NY 11216, USA"
"429","Brooklyn/Philly",1,-73.9441579,40.6781784,"58 Brooklyn Ave, Brooklyn, NY 11216, USA"
"430","Broussard, LA",1,-91.9612305,30.147146,"203 E Roosevelt St, Broussard, LA 70518, USA"
"431","broward",1,-80.365865,26.190096,"Tamarac, FL 33321, USA"
"432","Browns Mills, NJ",1,-74.5829331,39.9726147,"32 Trenton Rd, Browns Mills, NJ 08015, USA"
"433","Brownsville, Texas",1,-97.4974838,25.9017472,"1157-1199 E Washington St, Brownsville, TX 78520, USA"
"434","Brownsville, TX",1,-97.4974838,25.9017472,"1157-1199 E Washington St, Brownsville, TX 78520, USA"
"435","Brunswick GA",1,-81.4914894,31.1499528,"3614, Brunswick, GA 31520, United States"
"436","Brunswick, GA",1,-81.4914894,31.1499528,"3614, Brunswick, GA 31520, United States"
"437","Bryan, TX",4,-96.3699632,30.6743643,"101 N Texas Ave, Bryan, TX 77803, USA"
"438","Bryant",2,-92.4890469,34.5959265,"200 N Reynolds Rd, Bryant, AR 72022, USA"
"439","Bucks",1,-94.3954903,36.8222434,"17710 MO-59, Neosho, MO 64850, USA"
"440","Bucyrus, OH",2,-82.9754649,40.8083909,"The Fountain, 198-100 S Sandusky Ave, Bucyrus, OH 44820, USA"
"441","Buffalo",1,-78.8783689,42.8864468,"5 Niagara Square, Buffalo, NY 14202, USA"
"442","Buffalo Grove, IL",3,-87.9631308,42.1662831,"255 N Bu ffalo Grove Rd unit 4831 IN POSTAL 60089 yH, Buffalo Grove, IL 60089, United States"
"443","Buffalo, N.Y.",1,-78.8783689,42.8864468,"5 Niagara Square, Buffalo, NY 14202, USA"
"444","Buffalo, New York",1,-78.8783689,42.8864468,"5 Niagara Square, Buffalo, NY 14202, USA"
"445","Buffalo, NY",28,-78.8783689,42.8864468,"5 Niagara Square, Buffalo, NY 14202, USA"
"446","Bugscuffel Community AR",1,-94.6010623,36.4079508,"12015 AR-43, Maysville, AR 72747, USA"
"447","Burbank, CA",1,-118.3089661,34.1808392,"175 E Olive Ave, Burbank, CA 91502, USA"
"448","Burleson, TX",1,-97.3208492,32.5420821,"115-199 S Main St, Burleson, TX 76028, USA"
"449","Burlington County, NJ",2,-74.6868815,39.8558488,"16 Germain Rd, Tabernacle, NJ 08088, USA"
"450","Burlington, NC",1,-79.4377991,36.0956918,"215 S Church St, Burlington, NC 27215, USA"
"451","Burlington, Ontario",1,-79.7990319,43.3255196,"472-452 Locust St, Burlington, ON L7S 1T9, Canada"
"452","Burlington, Ontario, Canada",1,-79.7990319,43.3255196,"472-452 Locust St, Burlington, ON L7S 1T9, Canada"
"453","Burlington,Ontario Canada",1,-79.7990319,43.3255196,"472-452 Locust St, Burlington, ON L7S 1T9, Canada"
"454","Burnsville, MN",2,-93.2777226,44.7677424,"Nicollet Av at 130 St SE corner, Burnsville, MN 55337, USA"
"455","Burr Ridge, IL",1,-87.9183919,41.7489203,"7701 Drew Ave, Burr Ridge, IL 60527, USA"
"456","Burr Ridge, Illinois",1,-87.9183919,41.7489203,"7701 Drew Ave, Burr Ridge, IL 60527, USA"
"457","Burton, MI",2,-83.6163423,42.9994718,"2175 Amy St, Burton, MI 48519, USA"
"458","Bushwick, Brooklyn, NY",1,-73.9170604,40.6957755,"338 Wilson Ave, Brooklyn, NY 11221, USA"
"459","Butler County, Ohio",1,-84.5222189,39.440463,"1920 Clark St, Hamilton, OH 45011, USA"
"460","By the sea",1,-72.8069247,41.2788808,"107 Montowese St, Branford, CT 06405, USA"
"461","C",1,-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA"
"462","Cairo, GA",1,-84.2012897,30.8774132,"42 5th St NE, Cairo, GA 39828, USA"
"463","Calabasas, CA ",1,-118.6614809,34.1367208,"3715 Cll Jazmin, Calabasas, CA 91302, USA"
"464","Caldwell, NJ",1,-74.2765366,40.8398218,"332 Bloomfield Ave, Caldwell, NJ 07006, USA"
"465","Caledonia, MO",1,-90.7729061,37.763382,"116 MO-21, Caledonia, MO 63631, USA"
"466","calgary",1,-114.0708459,51.0486151,"400-444 5 Ave SW, Calgary, AB T2P 0L6, Canada"
"467","Calgary",2,-114.0708459,51.0486151,"400-444 5 Ave SW, Calgary, AB T2P 0L6, Canada"
"468","Calgary, AB",1,-114.0708459,51.0486151,"400-444 5 Ave SW, Calgary, AB T2P 0L6, Canada"
"469","Calgary, Alberta",11,-114.0708459,51.0486151,"400-444 5 Ave SW, Calgary, AB T2P 0L6, Canada"
"470","Calgary, Alberta - Canada",1,-114.0708459,51.0486151,"400-444 5 Ave SW, Calgary, AB T2P 0L6, Canada"
"471","Calgary, Alberta Canada ",1,-114.0708459,51.0486151,"400-444 5 Ave SW, Calgary, AB T2P 0L6, Canada"
"472","california",5,-119.4179324,36.778261,"2630 Croydon Drive, Sanger, CA 93657, USA"
"473","California",28,-119.4179324,36.778261,"2630 Croydon Drive, Sanger, CA 93657, USA"
"474","california ",1,-119.4179324,36.778261,"2630 Croydon Drive, Sanger, CA 93657, USA"
"475","California ",5,-119.4179324,36.778261,"2630 Croydon Drive, Sanger, CA 93657, USA"
"476","CALIFORNIA ",1,-119.4179324,36.778261,"2630 Croydon Drive, Sanger, CA 93657, USA"
"477","California!",1,-119.4179324,36.778261,"2630 Croydon Drive, Sanger, CA 93657, USA"
"478","California, Delaware",1,-75.5624934,39.7577714,"1625 W 16th St, Wilmington, DE 19806, USA"
"479","California, USA",107,-119.4179324,36.778261,"2630 Croydon Drive, Sanger, CA 93657, USA"
"480","Califórnia, USA",1,-119.4179324,36.778261,"2630 Croydon Drive, Sanger, CA 93657, USA"
"481","Camarillo, CA",1,-119.0376023,34.2163937,"2402 Ventura Blvd, Camarillo, CA 93010, USA"
"482","Cambridge Ohio ",1,-81.5884561,40.031183,"829 Foster Ave, Cambridge, OH 43725, USA"
"483","Cambridge, MA",4,-71.1097335,42.3736158,"70 Raglan Rd ON, Cambridge, MA 02138, United States"
"484","Cambridge, Massachusetts",3,-71.1097335,42.3736158,"70 Raglan Rd ON, Cambridge, MA 02138, United States"
"485","Cambridge, OH",1,-81.5884561,40.031183,"829 Foster Ave, Cambridge, OH 43725, USA"
"486","Camden",2,-75.1196199,39.9259463,"1535 Broadway, Camden, NJ 08104, USA"
"487","Campobello, SC",1,-82.1501112,35.1156713,"210 Depot St, Campobello, SC 29322, USA"
"488","Canada",105,-106.346771,56.130366,"Pinehouse, SK S0J 2B0, Canada"
"489","Canada, Ottawa",1,-75.6971931,45.4215296,"100 Albert St, Ottawa, ON K1P 1A5, Canada"
"490","Canada, US ",1,-75.6958018,45.4278551,"490 Sussex Dr, Ottawa, ON K1N 1G8, Canada"
"491","Canada<U+0001F1E8><U+0001F1E6>",2,-106.346771,56.130366,"Pinehouse, SK S0J 2B0, Canada"
"492","Canandaigua, NY",1,-77.2816984,42.887535,"2 N Main St, Canandaigua, NY 14424, USA"
"493","Canton, GA",1,-84.4907621,34.2367621,"101 W Main St, Canton, GA 30114, USA"
"494","Canton, MA",1,-71.1447732,42.1584324,"779 Washington St, Canton, MA 02021, USA"
"495","Canton, OH",3,-81.378447,40.7989473,"101-199 Mckinley Ave SW, Canton, OH 44702, USA"
"496","Canyon Country, CA",2,-118.4720633,34.4235425,"19225 Newhouse St, Canyon Country, CA 91351, USA"
"497","Cape Cod",1,-70.2962408,41.6687897,"796 lyannough Rd, Hyannis, MA 02601, USA"
"498","Cape Cod, MA",1,-70.2962408,41.6687897,"796 lyannough Rd, Hyannis, MA 02601, USA"
"499","Cape Cod, Massachusetts, USA",1,-70.2962408,41.6687897,"796 lyannough Rd, Hyannis, MA 02601, USA"
"500","Cape Coral, FL",3,-81.9495331,26.5628537,"1207 Cape Coral Pkwy E, Cape Coral, FL 33904, USA"
"501","Cape Coral, FL USA",1,-81.9495331,26.5628537,"1207 Cape Coral Pkwy E, Cape Coral, FL 33904, USA"
"502","Cape Girardeau, MO",1,-89.5181476,37.3058839,"1-99 Broadway St, Cape Girardeau, MO 63701, USA"
"503","Cape May NJ",3,-74.9060053,38.9351125,"1204 New York Ave, Cape May, NJ 08204, USA"
"504","Cape May, NJ",3,-74.9060053,38.9351125,"1204 New York Ave, Cape May, NJ 08204, USA"
"505","Capitol Heights, MD",1,-76.9158068,38.8851122,"2-6 Chamber Ave, Capitol Heights, MD 20743, USA"
"506","Caribou, ME",1,-67.9980365,46.8639995,"208 Limestone St, Caribou, ME 04736, USA"
"507","Carlisle, PA",4,-77.2002745,40.2010241,"60 Conway St, Carlisle, PA 17013, USA"
"508","Carlsbad, CA",2,-117.3505939,33.1580933,"3016 Carlsbad Blvd, Carlsbad, CA 92008, USA"
